contributors,goal,pledged,type,where,title,percentage,cash,time,project_url
102 pessoas,Meta R$ 30.000,R$ 32.670,Campanha Tudo-ou-nada , São Paulo	 SP,Tiquequê: DVD "Tu Toca o Quê?",108%,R$ 32.670,30/11/2011,/359-359-tiqueque-dvd-tu-toca-o-que?ref=ctrse_explore
143 pessoas,Meta R$ 30.500,R$ 32.650,Campanha Tudo-ou-nada , São Paulo	 SP,EFEITO DOMINÓ,107%,R$ 32.650,28/04/2018,/efeito_domino01?ref=ctrse_explore
261 pessoas,Meta R$ 30.500,R$ 32.645,Campanha Flexível , Rio de Janeiro	 RJ,Queremos uma Kombi,107%,R$ 32.645,01/08/2018,/gira?ref=ctrse_explore
221 pessoas,Meta R$ 30.000,R$ 32.630,Campanha Tudo-ou-nada , Fortaleza	 CE,CD Nasci Pra Te Adorar,108%,R$ 32.630,03/07/2017,/ticianadepaula?ref=ctrse_explore
314 pessoas,Meta R$ 30.000,R$ 32.587,Campanha Tudo-ou-nada , Passira	 PE,Bordados de Passira,108%,R$ 32.587,29/06/2014,/bordadosdepassira?ref=ctrse_explore
130 pessoas,Meta R$ 30.000,R$ 32.582,Campanha Tudo-ou-nada , Belo Horizonte	 MG,Pré-venda: Álbum e Show Poison Gas,108%,R$ 32.582,11/12/2018,/poisongas?ref=ctrse_explore
354 pessoas,Meta R$ 25.000,R$ 32.577,Campanha Flexível , São Paulo	 SP,Tupigrafia 12,130%,R$ 32.577,12/10/2018,/tupigrafia12?ref=ctrse_explore
233 pessoas,Meta R$ 30.000,R$ 32.530,Campanha Tudo-ou-nada , São Paulo	 SP,13 Andares - Longa-Metragem,108%,R$ 32.530,21/06/2015,/13andares?ref=ctrse_explore
288 pessoas,Meta R$ 20.000,R$ 32.523,Campanha Tudo-ou-nada , São Paulo	 SP,Zurvivors,162%,R$ 32.523,10/07/2019,/zurvivors?ref=ctrse_explore
191 pessoas,Meta R$ 12.000,R$ 32.467,Campanha Tudo-ou-nada , São Paulo	 SP,Heróis de San Villano,270%,R$ 32.467,22/03/2019,/heroisdesanvillano?ref=ctrse_explore
404 pessoas,Meta R$ 25.000,R$ 32.461,Campanha Tudo-ou-nada , São Paulo	 SP,Do Seu Pai,129%,R$ 32.461,20/05/2016,/doseupai?ref=ctrse_explore
135 pessoas,Meta R$ 30.000,R$ 32.365,Campanha Tudo-ou-nada , São Paulo	 SP,mãos criativas	 cabeça inteligente,107%,R$ 32.365,06/05/2013,/toodoeco?ref=ctrse_explore
249 pessoas,Meta R$ 27.000,R$ 32.363,Campanha Tudo-ou-nada , São Paulo	 SP,Cromossomos no Saara - Caravana de palhaços ,119%,R$ 32.363,15/10/2014,/cromossomos2014?ref=ctrse_explore
174 pessoas,Meta R$ 31.034,R$ 32.334,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Grandes Comentários da Internet,104%,R$ 32.334,13/03/2017,/comentarios?ref=ctrse_explore
215 pessoas,Meta R$ 31.000,R$ 32.320,Campanha Tudo-ou-nada , São Paulo	 SP,A Nossa Jornada - O que eu posso fazer por você AGORA?,104%,R$ 32.320,10/12/2013,/anossajornada?ref=ctrse_explore
141 pessoas,Meta R$ 500,R$ 32.314,Campanha Tudo-ou-nada , São Paulo	 SP,Livros Sagrados de Thelema - Pré-Venda,6462%,R$ 32.314,06/06/2018,/thelema_prevenda?ref=ctrse_explore
476 pessoas,Meta R$ 30.000,R$ 32.290,Campanha Tudo-ou-nada , São Paulo	 SP,Páscoa Invisível - Esperança no Amor,107%,R$ 32.290,12/04/2019,/pascoainvisivel2019?ref=ctrse_explore
188 pessoas,Meta R$ 30.000,R$ 32.265,Campanha Tudo-ou-nada , Belo Horizonte	 MG,Karina Libânio - Gravação do disco Nua Face,107%,R$ 32.265,14/09/2018,/discokarinalibanio?ref=ctrse_explore
743 pessoas,Meta R$ 12.000,R$ 32.211,Campanha Tudo-ou-nada , Porto Alegre	 RS,Escolhas,268%,R$ 32.211,30/11/2016,/escolhas?ref=ctrse_explore
277 pessoas,Meta R$ 30.000,R$ 32.158,Campanha Tudo-ou-nada , Vargem Grande Paulista	 SP,NOVO CD Nicole Salmi,107%,R$ 32.158,16/06/2015,/nicolesalmi?ref=ctrse_explore
279 pessoas,Meta R$ 50.000,R$ 32.100,Campanha Flexível , São Paulo	 SP,Conto Cantado,64%,R$ 32.100,01/09/2016,/trupepedehistorias?ref=ctrse_explore
313 pessoas,Meta R$ 25.218,R$ 32.037,Campanha Tudo-ou-nada , Porto Alegre	 RS,Ian Ramil: Finalização do disco novo	 Derivacivilização,127%,R$ 32.037,09/09/2015,/ianramil?ref=ctrse_explore
743 pessoas,Meta R$ 12.000,R$ 32.033,Campanha Tudo-ou-nada , Barueri	 SP,Os Poucos & Amaldiçoados - Partes 3 & 4 de 6,266%,R$ 32.033,01/11/2017,/ARuiva3?ref=ctrse_explore
482 pessoas,Meta R$ 25.990,R$ 32.013,Campanha Tudo-ou-nada , Belo Horizonte	 MG,Duelo de MCs Nacional,123%,R$ 32.013,10/11/2014,/duelodemcsnacional?ref=ctrse_explore
54 pessoas,Meta R$ 30.000,R$ 32.000,Campanha Tudo-ou-nada , São Paulo	 SP,Mirante Cultural - A Reforma,106%,R$ 32.000,29/01/2017,/omirantecultural?ref=ctrse_explore
289 pessoas,Meta R$ 30.000,R$ 31.995,Campanha Tudo-ou-nada , Ponta Grossa	 PR,CHARME CHULO – DISCO DUPLO "CRUCIFICADOS PELO SISTEMA BRUTO",106%,R$ 31.995,15/05/2014,/charmechulo?ref=ctrse_explore
523 pessoas,Meta R$ 22.000,R$ 31.993,Campanha Flexível , São Paulo	 SP,O Velho do Papelão: BOX DUPLO,145%,R$ 31.993,05/07/2017,/velhodopapelao?ref=ctrse_explore
164 pessoas,Meta R$ 25.000,R$ 31.973,Campanha Tudo-ou-nada , São Paulo	 SP,Chef Aprendiz Capão Redondo,127%,R$ 31.973,12/05/2019,/chefaprendiz2019?ref=ctrse_explore
131 pessoas,Meta R$ 30.000,R$ 31.947,Campanha Tudo-ou-nada , São Paulo	 SP,Ignis,106%,R$ 31.947,17/01/2015,/ignis?ref=ctrse_explore
173 pessoas,Meta R$ 31.640,R$ 31.920,Campanha Flexível , Florianópolis	 SC,Projeto Professor Thiago,100%,R$ 31.920,02/08/2016,/projeto_professor_thiago?ref=ctrse_explore
92 pessoas,Meta R$ 29.000,R$ 31.860,Campanha Tudo-ou-nada , Passo Fundo	 RS,Finalização do disco General BoniMores II ,109%,R$ 31.860,20/05/2016,/Bonimores?ref=ctrse_explore
295 pessoas,Meta R$ 27.800,R$ 31.805,Campanha Tudo-ou-nada , São Paulo	 SP,Caindo no Brasil – a publicação do livro!,114%,R$ 31.805,22/03/2014,/caindonobrasil?ref=ctrse_explore
382 pessoas,Meta R$ 30.000,R$ 31.771,Campanha Tudo-ou-nada , São Paulo	 SP,Você é feminista e não sabe - O Livro,105%,R$ 31.771,30/09/2017,/voceefeminista?ref=ctrse_explore
526 pessoas,Meta R$ 26.300,R$ 31.728,Campanha Tudo-ou-nada , João Pessoa	 PB,Onde as gaivotas fazem seus ninhos,120%,R$ 31.728,06/10/2017,/gaivotas?ref=ctrse_explore
174 pessoas,Meta R$ 30.000,R$ 31.710,Campanha Tudo-ou-nada , São Paulo	 SP,Semana da Diversidade,105%,R$ 31.710,17/03/2016,/semanadadiversidade?ref=ctrse_explore
73 pessoas,Meta R$ 31.500,R$ 31.690,Campanha Tudo-ou-nada , São Paulo	 SP, Livro Rodrigo Bivar 2018,100%,R$ 31.690,05/04/2018,/rodrigobivar?ref=ctrse_explore
389 pessoas,Meta R$ 28.000,R$ 31.644,Campanha Tudo-ou-nada , São Paulo	 SP,MOTIRõ	 o terceiro CD do Beatrix,113%,R$ 31.644,07/08/2016,/beatrix?ref=ctrse_explore
212 pessoas,Meta R$ 2.000,R$ 31.634,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Acessórios de RPG (@PensandoRPG),1581%,R$ 31.634,31/05/2018,/acessoriosderpg?ref=ctrse_explore
288 pessoas,Meta R$ 36.000,R$ 31.594,Campanha Flexível , São Paulo	 SP,Ajude o Jornalismo das Periferias a ter um CNPJ,87%,R$ 31.594,12/05/2017,/agenciamural?ref=ctrse_explore
375 pessoas,Meta R$ 46.000,R$ 31.550,Campanha Flexível , Lages	 SC,Ajude a Camille,68%,R$ 31.550,12/09/2016,/camille_1?ref=ctrse_explore
352 pessoas,Meta R$ 29.000,R$ 31.445,Campanha Tudo-ou-nada , Fortaleza	 CE,Defensorxs - documentário ,108%,R$ 31.445,11/05/2015,/defensorxs?ref=ctrse_explore
207 pessoas,Meta R$ 25.000,R$ 31.398,Campanha Tudo-ou-nada , Fortaleza	 CE,Reinos & Relíquias - Entre Luz e Trevas,125%,R$ 31.398,01/01/2015,/rrelt?ref=ctrse_explore
355 pessoas,Meta R$ 26.000,R$ 31.380,Campanha Tudo-ou-nada , São Paulo	 SP,Virada Política 2019,120%,R$ 31.380,12/05/2019,/viradapolitica2019?ref=ctrse_explore
225 pessoas,Meta R$ 28.250,R$ 31.377,Campanha Tudo-ou-nada , Porto Alegre	 RS,Imersão,111%,R$ 31.377,02/08/2019,/imersao?ref=ctrse_explore
150 pessoas,Meta R$ 15.000,R$ 31.375,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Space Dragon - Caixa Intergaláctica,209%,R$ 31.375,15/03/2018,/spacedragon?ref=ctrse_explore
183 pessoas,Meta R$ 30.000,R$ 31.370,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Tenho Monstros na Barriga,104%,R$ 31.370,02/11/2015,/tenhomonstrosnabarriga?ref=ctrse_explore
346 pessoas,Meta R$ 38.460,R$ 31.340,Campanha Flexível , Aracaju	 SE,The Baggios - Brutown,81%,R$ 31.340,21/05/2016,/baggios?ref=ctrse_explore
171 pessoas,Meta R$ 100.000,R$ 31.340,Campanha Flexível , São Paulo	 SP,Ajude Letícia a cursar o último ano de Medicina,31%,R$ 31.340,18/04/2019,/leticia_medicina?ref=ctrse_explore
196 pessoas,Meta R$ 30.299,R$ 31.332,Campanha Tudo-ou-nada , São Paulo	 SP,Primeiro disco de Pedro e Filó,103%,R$ 31.332,18/04/2019,/discopeefe?ref=ctrse_explore
292 pessoas,Meta R$ 28.736,R$ 31.315,Campanha Tudo-ou-nada , São Paulo	 SP,Segundo disco solo de Jair Naves,108%,R$ 31.315,05/04/2014,/jairnaves?ref=ctrse_explore
267 pessoas,Meta R$ 50.000,R$ 31.310,Campanha Flexível , Porto Alegre	 RS,NudesGO,62%,R$ 31.310,20/05/2017,/nudesgo?ref=ctrse_explore
268 pessoas,Meta R$ 29.348,R$ 31.210,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,VALÉRIA LOBÃO - NOEL ROSA PRETO E BRANCO finalizacão do cd duplo,106%,R$ 31.210,15/07/2014,/valerialobao?ref=ctrse_explore
387 pessoas,Meta R$ 25.000,R$ 31.170,Campanha Tudo-ou-nada , Caruaru	 PE,GirlsJIN★,124%,R$ 31.170,21/07/2018,/girlsjin?ref=ctrse_explore
346 pessoas,Meta R$ 30.000,R$ 31.112,Campanha Flexível , São Paulo	 SP,Castanha do Pará,103%,R$ 31.112,12/12/2016,/castanha?ref=ctrse_explore
218 pessoas,Meta R$ 30.000,R$ 31.063,Campanha Tudo-ou-nada , Eldorado	 SP,Feira de Sementes e Mudas dos Quilombos do Vale do Ribeira (SP),103%,R$ 31.063,08/08/2012,/803-803-feira-de-sementes-e-mudas-dos-quilombos-do-vale-do-ribeira-sp?ref=ctrse_explore
176 pessoas,Meta R$ 30.000,R$ 31.025,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Sexta Arte - E viveram leitores para sempre...,103%,R$ 31.025,15/01/2016,/sextaarte?ref=ctrse_explore
194 pessoas,Meta R$ 29.000,R$ 31.020,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Novo CD - Cley Souza,106%,R$ 31.020,09/01/2015,/novocdcleysouza?ref=ctrse_explore
281 pessoas,Meta R$ 20.000,R$ 31.019,Campanha Tudo-ou-nada , São Paulo	 SP,CURSO ONLINE RODRIGO NAVES + VIVIEUVI,155%,R$ 31.019,25/09/2017,/cursorodrigonavesvivieuvi?ref=ctrse_explore
239 pessoas,Meta R$ 30.260,R$ 31.011,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,FINO COLETIVO – Ai de Mim Sem o Seu Amor - Gravação do terceiro CD,102%,R$ 31.011,21/10/2013,/finocoletivo?ref=ctrse_explore
276 pessoas,Meta R$ 17.000,R$ 31.005,Campanha Tudo-ou-nada , Blumenau	 SC,Quissama,182%,R$ 31.005,27/09/2015,/Quissama?ref=ctrse_explore
154 pessoas,Meta R$ 25.288,R$ 31.000,Campanha Tudo-ou-nada , São Paulo	 SP,Camerata de Violões - Suites do Brasil,122%,R$ 31.000,30/12/2014,/cameratadevioloessuitesdobrasil?ref=ctrse_explore
134 pessoas,Meta R$ 31.000,R$ 31.000,Campanha Flexível , São Paulo	 SP,Pablo em Harvard,100%,R$ 31.000,21/12/2016,/pablo_em_harvard?ref=ctrse_explore
101 pessoas,Meta R$ 30.000,R$ 30.955,Campanha Tudo-ou-nada , Curitiba	 PR,VOLTA TCHEKHOV!,103%,R$ 30.955,21/04/2014,/voltatchekhov?ref=ctrse_explore
72 pessoas,Meta R$ 32.550,R$ 30.938,Campanha Flexível , São Paulo	 SP,PEÇA PARA ADULTOS FEITA POR CRIANÇAS,95%,R$ 30.938,08/10/2018,/peca_para_adultos_feita_por_criancas_6151?ref=ctrse_explore
544 pessoas,Meta R$ 9.276,R$ 30.926,Campanha Tudo-ou-nada , Belo Horizonte	 MG,Shogum dos Mortos - vol. 1 - Crepúsculo dos Samurais,333%,R$ 30.926,16/03/2013,/ShogumDosMortos?ref=ctrse_explore
521 pessoas,Meta R$ 29.080,R$ 30.915,Campanha Tudo-ou-nada , Sorocaba	 SP,GIRLS ROCK CAMP BRASIL 2015,106%,R$ 30.915,21/12/2014,/rockcamp?ref=ctrse_explore
534 pessoas,Meta R$ 16.500,R$ 30.861,Campanha Tudo-ou-nada , São Paulo	 SP,Cornücópia,187%,R$ 30.861,29/10/2015,/cornucopia?ref=ctrse_explore
287 pessoas,Meta R$ 56.000,R$ 30.857,Campanha Flexível , Rio de Janeiro	 RJ,CARLOS FUCHS - CD + LP CADERNO ROUBADO e OS VENTOS,55%,R$ 30.857,13/08/2019,/carlosfuchs?ref=ctrse_explore
270 pessoas,Meta R$ 30.000,R$ 30.847,Campanha Tudo-ou-nada , Fortaleza	 CE,Finalização do longa-metragem da Alumbramento - COM OS PUNHOS CERRADOS,102%,R$ 30.847,20/08/2013,/comospunhoscerrados?ref=ctrse_explore
61 pessoas,Meta R$ 30.000,R$ 30.820,Campanha Tudo-ou-nada , São Paulo	 SP,Ou você poderia me beijar,102%,R$ 30.820,08/05/2014,/ouvoce?ref=ctrse_explore
207 pessoas,Meta R$ 29.000,R$ 30.807,Campanha Tudo-ou-nada , São Paulo	 SP,RAIZ DAS IMAGENS - Fortalecendo nossa Raiz cultural (Etapa Xavante),106%,R$ 30.807,11/05/2013,/raizdasimagens?ref=ctrse_explore
339 pessoas,Meta R$ 24.000,R$ 30.805,Campanha Tudo-ou-nada , Brasília	 DF,Calendário Ilustrado 2015 Fundação Athos Bulcão,128%,R$ 30.805,01/12/2014,/calendarioathosbulcao2015?ref=ctrse_explore
128 pessoas,Meta R$ 100.000,R$ 30.775,Campanha Flexível , São Paulo	 SP,Cenas de uma Execução,30%,R$ 30.775,15/04/2016,/cenasdeumaexecucao?ref=ctrse_explore
19 pessoas,Meta R$ 29.000,R$ 30.700,Campanha Flexível , Bastos	 SP,Wesley Franco - Em busca de um sonho,105%,R$ 30.700,17/07/2018,/wesley_franco_em_busca_de_um_sonho?ref=ctrse_explore
276 pessoas,Meta R$ 20.000,R$ 30.680,Campanha Tudo-ou-nada , São Paulo	 SP,As dúvidas de Stem	 a pequena célula multipotente,153%,R$ 30.680,03/08/2017,/stem?ref=ctrse_explore
256 pessoas,Meta R$ 29.178,R$ 30.650,Campanha Tudo-ou-nada , Porto Alegre	 RS,Entrega da Casa Liberdade,105%,R$ 30.650,07/09/2015,/casaliberdade?ref=ctrse_explore
205 pessoas,Meta R$ 15.000,R$ 30.647,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Symbaroum RPG,204%,R$ 30.647,14/04/2019,/symbaroum?ref=ctrse_explore
93 pessoas,Meta R$ 30.000,R$ 30.584,Campanha Tudo-ou-nada , Campinas	 SP,Expedicionários da Saúde - Cirurgias de vesículas na população Xavante,101%,R$ 30.584,10/12/2014,/edsxingu?ref=ctrse_explore
110 pessoas,Meta R$ 30.000,R$ 30.560,Campanha Tudo-ou-nada , Paulo Jacinto	 AL,Parque Infantil Vila Nova Esperança,101%,R$ 30.560,29/05/2014,/vilanovaesperanca?ref=ctrse_explore
733 pessoas,Meta R$ 25.000,R$ 30.545,Campanha Tudo-ou-nada , São Paulo	 SP,Portais,122%,R$ 30.545,30/11/2013,/portais?ref=ctrse_explore
164 pessoas,Meta R$ 30.000,R$ 30.500,Campanha Tudo-ou-nada , São Paulo	 SP,Vivi Rocha - Entreatos,101%,R$ 30.500,04/07/2017,/vivirocha?ref=ctrse_explore
206 pessoas,Meta R$ 25.000,R$ 30.495,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Camisetas Vitor Prudi,121%,R$ 30.495,22/06/2017,/vitorprudi?ref=ctrse_explore
578 pessoas,Meta R$ 25.000,R$ 30.470,Campanha Tudo-ou-nada , São Paulo	 SP,9 horas,121%,R$ 30.470,25/10/2015,/9horas?ref=ctrse_explore
179 pessoas,Meta R$ 23.000,R$ 30.450,Campanha Flexível , São Paulo	 SP,LIVRO MANOEL VEIGA,132%,R$ 30.450,20/01/2017,/livro_manoel_veiga_2017?ref=ctrse_explore
239 pessoas,Meta R$ 29.885,R$ 30.408,Campanha Tudo-ou-nada , Rio de Contas	 BA,Repolítica,101%,R$ 30.408,18/05/2012,/576-repolitica?ref=ctrse_explore
112 pessoas,Meta R$ 30.000,R$ 30.390,Campanha Tudo-ou-nada , Londrina	 PR,DVD Mama Quilla 16 anos,101%,R$ 30.390,27/12/2018,/bandamamaquilla?ref=ctrse_explore
189 pessoas,Meta R$ 28.000,R$ 30.379,Campanha Tudo-ou-nada , São Paulo	 SP,A Pompeia Que Se Quer,108%,R$ 30.379,15/01/2013,/apompeiaquesequer?ref=ctrse_explore
162 pessoas,Meta R$ 4.000,R$ 30.361,Campanha Tudo-ou-nada , São Paulo	 SP,Hermetic Kabbalah Tarot 3,759%,R$ 30.361,07/12/2017,/hkt3?ref=ctrse_explore
436 pessoas,Meta R$ 22.500,R$ 30.321,Campanha Tudo-ou-nada , Florianópolis	 SC,Livro De carona até o próximo bar,134%,R$ 30.321,05/05/2017,/viajantecervejeiro?ref=ctrse_explore
179 pessoas,Meta R$ 29.300,R$ 30.309,Campanha Tudo-ou-nada , Brusque	 SC,Livro - Família Pelo Mundo de carro com 2 crianças,103%,R$ 30.309,08/08/2017,/familiapelomundo?ref=ctrse_explore
520 pessoas,Meta R$ 25.000,R$ 30.299,Campanha Tudo-ou-nada , Belo Horizonte	 MG,Achados e Perdidos,121%,R$ 30.299,10/10/2011,/238-achados-e-perdidos?ref=ctrse_explore
65 pessoas,Meta R$ 30.000,R$ 30.290,Campanha Tudo-ou-nada , São Paulo	 SP,Clipe Ted Marengos - This Girl,100%,R$ 30.290,26/12/2014,/clipetedmarengos?ref=ctrse_explore
525 pessoas,Meta R$ 18.000,R$ 30.251,Campanha Tudo-ou-nada , Barueri	 SP,As Crônicas de Os Poucos & Amaldiçoados,168%,R$ 30.251,07/08/2017,/as_cronicas?ref=ctrse_explore
242 pessoas,Meta R$ 27.000,R$ 30.241,Campanha Tudo-ou-nada , Brasília	 DF,Eu quero Brasília no MOMA,112%,R$ 30.241,21/09/2014,/euquerobrasilianomoma?ref=ctrse_explore
70 pessoas,Meta R$ 30.000,R$ 30.240,Campanha Tudo-ou-nada , São Paulo	 SP,#riopinheirosComVida,100%,R$ 30.240,06/12/2014,/riopinheirosComVida?ref=ctrse_explore
114 pessoas,Meta R$ 30.000,R$ 30.160,Campanha Tudo-ou-nada , Londrina	 PR,Uma nova praça!,100%,R$ 30.160,20/12/2014,/movimento?ref=ctrse_explore
237 pessoas,Meta R$ 29.261,R$ 30.148,Campanha Tudo-ou-nada , São Paulo	 SP,PAULIBUCANO - Primeiro disco Toinho Melodia,103%,R$ 30.148,02/08/2017,/paulibucano?ref=ctrse_explore
77 pessoas,Meta R$ 30.000,R$ 30.120,Campanha Tudo-ou-nada , Porto Alegre	 RS,Tarcísio Meira's Band - O Disco!,100%,R$ 30.120,22/12/2014,/tarcisiomeirasband?ref=ctrse_explore
348 pessoas,Meta R$ 22.000,R$ 30.074,Campanha Tudo-ou-nada , Porto Alegre	 RS,VAI LÁ E FAZ – O LIVRO,136%,R$ 30.074,17/12/2013,/vailaefaz?ref=ctrse_explore
213 pessoas,Meta R$ 54.218,R$ 30.067,Campanha Flexível , São Paulo	 SP,DESASTRE SOLAR de Laura Lavieri • primeiro álbum,55%,R$ 30.067,02/03/2018,/lauralavieri?ref=ctrse_explore
155 pessoas,Meta R$ 23.000,R$ 30.036,Campanha Tudo-ou-nada , São Paulo	 SP,Metamáquina 3D,130%,R$ 30.036,29/03/2012,/metamaquina-3d?ref=ctrse_explore
78 pessoas,Meta R$ 30.000,R$ 30.025,Campanha Tudo-ou-nada , São Paulo	 SP,A Ferida,100%,R$ 30.025,05/08/2016,/aferida?ref=ctrse_explore
78 pessoas,Meta R$ 30.000,R$ 30.025,Campanha Tudo-ou-nada , São Paulo	 SP,A Ferida,100%,R$ 30.025,05/08/2016,/aferida?ref=ctrse_explore
142 pessoas,Meta R$ 29.211,R$ 30.001,Campanha Tudo-ou-nada , São Paulo	 SP,**NAVALHA NA CARNE**,102%,R$ 30.001,15/04/2014,/navalha?ref=ctrse_explore
85 pessoas,Meta R$ 29.483,R$ 29.960,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,AMOR DE MONTAR - ZÉU BRITTO,101%,R$ 29.960,16/12/2015,/zeubrittoamordemontar?ref=ctrse_explore
143 pessoas,Meta R$ 30.000,R$ 29.906,Campanha Tudo-ou-nada , São Paulo	 SP,Azirilhante- Um solo de muitas mãos,99%,R$ 29.906,02/12/2012,/Azirilhante?ref=ctrse_explore
286 pessoas,Meta R$ 28.250,R$ 29.892,Campanha Tudo-ou-nada , Araraquara	 SP,Vestigio de Aventura,105%,R$ 29.892,22/07/2014,/vestigiodeaventura?ref=ctrse_explore
